,country,year,population,yearly_%_change,migrants,median_age,fertility_rate,density(P/Km²),urban_pop_%,rank
2014,82,1975,2469444,0.76,10934.0,34.9,2.0,40,64.2,125
2015,82,1970,2378021,0.96,14156.0,34.2,1.84,38,60.7,122
2016,82,1965,2266943,1.26,15930.0,33.2,1.88,36,56.8,114
2017,82,1960,2129586,1.25,13394.0,32.3,1.95,34,52.9,115
2018,82,1955,2001574,0.77,5744.0,30.5,2.0,32,49.5,114
2029,83,1990,2803044,1.11,-25608.0,20.7,3.5,274,80.2,130
2032,83,1975,2575749,2.31,-2000.0,19.5,4.67,252,67.0,123
2033,83,1970,2297434,1.89,-14000.0,18.7,5.23,225,59.5,123
2034,83,1965,2092375,3.0,4000.0,18.7,5.69,205,50.9,123
2035,83,1960,1804941,3.33,8000.0,20.4,5.72,176,42.3,122
2036,83,1955,1532115,2.8,323.0,22.0,5.74,150,36.3,123
2037,84,2020,2142249,0.8,-10047.0,24.0,3.16,71,31.5,147
2038,84,2019,2125268,0.8,-10047.0,23.2,3.24,70,30.8,147
2039,84,2018,2108328,0.8,-10047.0,23.2,3.24,69,30.2,147
2040,84,2017,2091534,0.8,-10047.0,23.2,3.24,69,29.6,146
2041,84,2016,2075030,0.78,-10047.0,23.2,3.24,68,29.0,147
2042,84,2015,2059021,0.63,-9541.0,23.0,3.26,68,28.4,148
2043,84,2010,1995581,-0.01,-18495.0,21.7,3.37,66,25.4,146
2044,84,2005,1996114,-0.36,-32244.0,20.3,3.66,66,21.7,144
2045,84,2000,2032804,1.38,-7442.0,19.0,3.96,67,18.0,144
2046,84,1995,1898598,2.19,-1568.0,18.2,4.46,63,15.7,144
2047,84,1990,1703747,2.23,-8039.0,17.1,4.98,56,13.1,145
2048,84,1985,1526131,2.63,-5152.0,16.9,5.42,50,11.3,143
2049,84,1980,1340255,2.92,-1308.0,16.9,5.69,44,11.2,144
2050,84,1975,1160792,2.44,-4810.0,16.9,5.8,38,10.7,143
2051,84,1970,1028926,2.21,-4480.0,17.1,5.8,34,8.6,143
2052,84,1965,922306,1.95,-5000.0,17.3,5.81,30,6.4,141
2053,84,1960,837270,1.77,-5200.0,17.6,5.86,28,3.6,144
2054,84,1955,766763,1.7,-4000.0,18.3,5.84,25,2.1,141
2055,85,2020,5057681,2.44,-5000.0,19.4,4.35,53,52.6,123
2056,85,2019,4937374,2.46,-5000.0,18.9,4.67,51,52.0,123
2057,85,2018,4818973,2.48,-5000.0,18.9,4.67,50,51.5,123
2058,85,2017,4702226,2.52,-5000.0,18.9,4.67,49,51.0,123
2059,85,2016,4586787,2.56,-5000.0,18.9,4.67,48,50.5,124
2060,85,2015,4472230,2.82,5000.0,18.8,4.75,46,50.1,125
2062,85,2005,3218116,2.47,-10000.0,18.4,5.65,33,46.7,133
2066,85,1985,2145754,2.98,0.0,17.3,6.96,22,43.3,134
2067,85,1980,1853001,2.97,2390.0,17.5,6.93,19,35.8,135
2068,85,1975,1600452,2.7,2199.0,17.9,6.8,17,30.8,136
2069,85,1970,1400730,2.38,1599.0,18.3,6.59,15,26.3,136
2070,85,1965,1245102,2.16,1599.0,19.1,6.47,13,22.2,135
2071,85,1960,1118657,2.04,1597.0,19.3,6.35,12,18.7,136
2072,85,1955,1011363,1.69,-3.0,19.3,6.27,11,15.6,135
2073,86,2020,6871292,1.38,-1999.0,28.8,2.25,4,78.2,108
2074,86,2019,6777452,1.48,-1999.0,27.4,2.41,4,77.9,109
2075,86,2018,6678559,1.49,-1999.0,27.4,2.41,4,77.6,109
2076,86,2017,6580724,1.36,-1999.0,27.4,2.41,4,77.3,109
2077,86,2016,6492162,1.15,-1999.0,27.4,2.41,4,77.1,109
2079,86,2010,6197663,1.34,-23711.0,25.7,2.5,4,77.7,108
2080,86,2005,5798614,1.59,-4114.0,24.0,2.64,3,77.0,104
2081,86,2000,5357891,1.6,-11474.0,22.1,3.2,3,76.4,104
2082,86,1995,4948798,2.21,793.0,20.2,4.22,3,76.0,107
2083,86,1990,4436661,2.75,1098.0,18.5,5.71,3,75.7,109
2084,86,1985,3873781,3.77,22676.0,17.4,6.68,2,75.5,112
2085,86,1980,3219466,4.01,11507.0,16.1,7.67,2,70.1,117
2086,86,1975,2645139,4.39,11733.0,16.1,8.1,2,62.8,122
2087,86,1970,2133526,4.24,9600.0,17.0,7.99,1,49.7,126
2088,86,1965,1733306,3.66,9178.0,18.5,7.3,1,33.7,132
2089,86,1960,1448417,3.07,9204.0,19.3,7.2,1,27.3,132
2090,86,1955,1245358,2.06,0.0,19.8,7.14,1,23.2,132
2108,87,2020,2722289,-1.35,-32780.0,45.1,1.67,43,71.3,142
2109,87,2019,2759627,-1.49,-32780.0,43.1,1.61,44,70.4,142
2110,87,2018,2801264,-1.55,-32780.0,43.1,1.61,45,69.5,141
2111,87,2017,2845414,-1.53,-32780.0,43.1,1.61,45,68.6,141
2112,87,2016,2889557,-1.44,-32780.0,43.1,1.61,46,67.8,140
2113,87,2015,2931880,-1.26,-29243.0,42.7,1.59,47,67.2,138
2114,87,2010,3123816,-1.35,-30186.0,40.6,1.42,50,66.8,135
2115,87,2005,3344268,-0.92,-19821.0,38.5,1.28,53,66.6,130
2116,87,2000,3501839,-0.7,-18785.0,35.9,1.47,56,67.0,127
2117,87,1995,3626612,-0.38,-20060.0,34.0,1.82,58,67.3,121
2118,87,1990,3696035,0.74,7373.0,32.7,2.06,59,67.6,118
2119,87,1985,3562397,0.76,8761.0,32.1,2.04,57,65.0,117
2120,87,1980,3430760,0.79,7763.0,32.0,2.1,55,61.2,112
2121,87,1975,3298879,1.01,7556.0,31.5,2.3,53,55.7,107
2122,87,1970,3136586,1.12,5263.0,30.8,2.3,50,49.6,106
2123,87,1965,2966165,1.38,4943.0,29.7,2.43,47,44.4,100
2124,87,1960,2769876,1.05,-4900.0,28.5,2.66,44,39.5,105
2125,87,1955,2628751,0.47,-14670.0,28.0,2.84,42,34.1,100
2126,88,2020,625978,1.66,9741.0,39.7,1.45,242,88.2,169
2127,88,2019,615729,1.9,9741.0,39.4,1.53,238,88.4,169
2128,88,2018,604245,2.08,9741.0,39.4,1.53,233,88.9,169
2129,88,2017,591910,2.18,9741.0,39.4,1.53,229,89.4,169
2130,88,2016,579264,2.21,9741.0,39.4,1.53,224,89.9,169
2131,88,2015,566741,2.22,9741.0,39.3,1.55,219,90.2,169
2132,88,2010,507889,2.1,8456.0,38.9,1.62,196,88.5,170
2133,88,2005,457842,0.98,2895.0,38.5,1.65,177,86.6,171
2134,88,2000,436103,1.33,3988.0,37.3,1.72,168,84.2,168
2135,88,1995,408149,1.34,4008.0,36.7,1.66,158,82.9,168
2136,88,1990,381791,0.8,2566.0,36.4,1.47,147,80.9,169
2137,88,1985,366884,0.16,510.0,35.8,1.47,142,80.7,166
2138,88,1980,364038,0.56,2369.0,35.0,1.49,141,80.0,162
2139,88,1975,353983,0.83,3057.0,35.0,1.72,137,77.3,162
2140,88,1970,339668,0.57,1184.0,35.4,2.19,131,74.4,161
2141,88,1965,330161,0.97,1705.0,35.3,2.4,127,72.0,158
2142,88,1960,314588,0.6,838.0,35.2,2.23,121,69.6,159
2143,88,1955,305261,0.62,1151.0,35.7,1.98,118,68.4,158
2162,89,2020,27691018,2.68,-1500.0,19.6,4.11,48,38.5,51
2163,89,2019,26969307,2.69,-1500.0,18.9,4.34,46,37.9,51
2164,89,2018,26262313,2.71,-1500.0,18.9,4.34,45,37.2,51
2165,89,2017,25570512,2.72,-1500.0,18.9,4.34,44,36.5,51
2166,89,2016,24894370,2.72,-1500.0,18.9,4.34,43,35.9,52
2167,89,2015,24234088,2.76,-1500.0,18.7,4.4,42,35.2,52
2168,89,2010,21151640,2.9,-1500.0,18.0,4.83,36,31.9,55
2169,89,2005,18336724,3.07,-1500.0,17.5,5.28,32,28.8,58
2170,89,2000,15766806,3.19,-1700.0,17.3,5.8,27,27.1,59
2171,89,1995,13475400,3.05,-1900.0,17.2,6.1,23,25.8,62
2172,89,1990,11598633,2.88,-2000.0,17.1,6.25,20,23.6,62
2173,89,1985,10063495,2.92,-2000.0,16.9,6.5,17,20.9,62
2174,89,1980,8716553,2.9,-6000.0,16.8,6.95,15,18.5,67
2175,89,1975,7556026,2.82,-3800.0,17.0,7.2,13,16.3,67
2176,89,1970,6576305,2.65,-1600.0,17.2,7.3,11,14.1,68
2177,89,1965,5769218,2.5,0.0,17.9,7.3,10,12.4,73
2178,89,1960,5099373,2.34,0.0,19.2,7.3,9,10.6,73
2179,89,1955,4543542,2.16,0.0,20.2,7.3,8,9.1,73
2180,90,2020,19129952,2.69,-16053.0,18.1,4.25,203,18.5,62
2181,90,2019,18628747,2.68,-16053.0,17.4,4.75,198,18.2,63
2182,90,2018,18143217,2.68,-16053.0,17.4,4.75,192,17.9,64
2183,90,2017,17670196,2.7,-16053.0,17.4,4.75,187,17.6,64
2184,90,2016,17205261,2.75,-16053.0,17.4,4.75,182,17.4,65
2185,90,2015,16745303,2.87,-16053.0,17.2,4.88,178,17.1,66
2186,90,2010,14539612,2.86,-11833.0,16.6,5.73,154,16.2,68
2187,90,2005,12625952,2.52,-11833.0,16.6,6.0,134,15.5,69
2188,90,2000,11148758,2.52,-11833.0,16.9,6.2,118,14.9,69
2191,90,1985,7268267,3.06,0.0,16.8,7.6,77,10.1,81
2192,90,1980,6250440,3.03,2800.0,17.1,7.6,66,8.9,83
2193,90,1975,5384795,2.74,-3000.0,17.4,7.4,57,7.5,83
2194,90,1970,4703782,2.61,0.0,17.9,7.2,50,5.9,85
2195,90,1965,4134460,2.47,0.0,18.1,7.0,44,4.8,89
2196,90,1960,3659984,2.28,0.0,18.0,6.9,39,4.3,88
2197,90,1955,3270548,2.06,0.0,17.7,6.85,35,3.9,89
2209,91,1985,15598927,2.48,-15457.0,20.5,3.97,47,45.9,48
2210,91,1980,13798085,2.56,-1089.0,19.5,4.2,42,42.0,49
2211,91,1975,12162187,2.4,-27061.0,18.6,4.72,37,37.7,49
2212,91,1970,10804131,2.55,-27856.0,17.6,5.38,33,33.5,49
2213,91,1965,9526558,3.15,-11720.0,16.9,6.37,29,29.9,57
2214,91,1960,8156347,2.99,-12568.0,17.6,6.38,25,26.6,52
2215,91,1955,7038913,2.87,-3436.0,18.5,6.35,21,23.4,57
2232,92,1960,89863,2.43,-23.0,20.3,6.81,300,11.2,181
2233,92,1955,79703,1.58,-4.0,19.8,6.03,266,10.9,181
2240,93,2010,15049353,3.33,-20165.0,16.2,6.7,12,36.1,65
2241,93,2005,12775516,3.14,-13422.0,16.5,6.85,10,32.1,68
2242,93,2000,10946445,2.69,-28390.0,16.6,6.95,9,28.4,72
2243,93,1995,9585653,2.55,-34698.0,16.5,7.15,8,25.6,77
2246,93,1980,7090126,1.81,-35000.0,17.9,7.15,6,18.5,77
2247,93,1975,6482278,1.73,-19117.0,18.5,7.15,5,16.2,75
2248,93,1970,5949045,1.33,-19647.0,18.8,7.1,5,14.3,74
2249,93,1965,5568484,1.13,-14049.0,19.3,7.0,5,12.6,69
2250,93,1960,5263733,1.13,-9814.0,19.5,6.95,4,11.1,71
2251,93,1955,4975398,1.11,-7006.0,20.1,6.95,4,9.7,69
2298,94,1985,339876,0.87,-328.0,26.0,2.14,321,83.8,171
2299,94,1980,325454,-0.15,-4136.0,23.5,2.65,307,79.6,168
2300,94,1975,327838,0.17,-5416.0,19.0,4.08,309,71.2,165
2301,94,1970,325011,0.88,-4616.0,19.1,5.0,307,61.0,162
2302,94,1965,311127,2.01,-1639.0,17.9,5.45,294,50.0,162
2303,94,1960,281622,2.77,7.0,19.2,5.71,266,40.1,162
2304,94,1955,245675,2.05,-1601.0,19.9,5.71,232,33.6,162
2305,95,2020,4649658,2.74,5000.0,20.1,4.59,5,56.9,127
2306,95,2019,4525696,2.78,5000.0,19.7,4.82,4,56.1,127
2307,95,2018,4403313,2.82,5000.0,19.7,4.82,4,55.3,127
2308,95,2017,4282570,2.86,5000.0,19.7,4.82,4,54.5,127
2309,95,2016,4163533,2.9,5000.0,19.7,4.82,4,53.7,128
2310,95,2015,4046301,2.98,5000.0,19.6,4.88,4,52.8,129
2311,95,2010,3494195,2.93,2000.0,19.1,5.07,3,48.1,132
2312,95,2005,3024194,2.83,-2001.0,18.5,5.3,3,43.6,135
2313,95,2000,2630219,2.6,-8801.0,17.9,5.52,3,39.2,137
2314,95,1995,2313630,2.61,-8924.0,17.6,5.72,2,38.9,137
2315,95,1990,2034346,2.71,-8000.0,17.4,6.05,2,39.2,140
2316,95,1985,1780030,2.93,-3220.0,17.3,6.3,2,34.8,140
2317,95,1980,1540640,2.97,-1940.0,17.1,6.57,1,27.3,140
2318,95,1975,1330598,3.02,-1190.0,16.9,6.75,1,20.5,141
2319,95,1970,1146780,3.07,-552.0,17.0,6.79,1,14.6,141
2320,95,1965,985910,3.0,-364.0,17.4,6.79,1,10.2,143
2321,95,1960,850384,2.87,-320.0,17.8,6.71,1,6.9,142
2322,95,1955,738299,2.53,-260.0,18.0,6.34,1,4.7,143
2339,96,1960,660023,2.95,-1619.0,16.7,5.9,325,35.1,145
2340,96,1955,570648,2.96,532.0,16.9,5.9,281,31.6,146
2352,97,1985,72104,5.51,759.0,15.6,7.35,192,33.0,198
2353,97,1980,55137,3.92,-197.0,15.4,7.91,147,30.1,204
2354,97,1975,45483,4.23,99.0,15.6,7.91,121,27.5,205
2355,97,1970,36969,3.9,91.0,16.7,7.91,99,25.1,207
2356,97,1965,30526,4.91,463.0,17.9,7.91,81,22.0,210
2357,97,1960,24015,4.81,492.0,19.4,7.91,64,16.3,207
2358,97,1955,18985,4.63,524.0,22.7,7.91,51,11.9,210
2377,98,2020,548914,1.0,-2957.0,25.8,2.99,173,68.2,194
2378,98,2019,543486,1.0,-2957.0,25.8,2.99,171,68.1,194
2379,98,2018,538127,0.98,-2957.0,25.8,2.99,170,67.9,194
2380,98,2017,532899,0.96,-2957.0,25.8,2.99,168,67.8,194
2381,98,2016,527813,0.93,-2957.0,25.8,2.99,167,67.6,195
2382,98,2015,522945,0.76,-4600.0,25.6,3.02,165,67.4,196
2383,98,2010,503579,0.21,-8000.0,24.6,3.13,159,66.6,198
2384,98,2005,498286,0.55,-7000.0,23.7,3.13,157,66.5,195
2385,98,2000,484775,1.28,-4400.0,23.2,3.44,153,67.3,195
2386,98,1995,454932,1.77,-2600.0,21.9,3.72,144,65.1,194
2387,98,1990,416769,3.24,2300.0,21.6,4.09,131,61.7,195
2388,98,1985,355280,3.2,1600.0,20.3,4.45,112,61.5,196
2389,98,1980,303493,2.2,-1400.0,19.3,4.84,96,60.5,196
2390,98,1975,272173,1.86,-2100.0,18.7,5.3,86,56.2,196
2391,98,1970,248197,2.57,-500.0,18.2,5.85,78,45.5,197
2392,98,1965,218651,2.71,-600.0,18.3,6.46,69,26.3,199
2393,98,1960,191245,2.25,-1100.0,18.9,6.43,60,36.8,199
2394,98,1955,171107,1.92,-1000.0,20.2,6.25,54,33.6,199
2395,99,2020,4033963,-0.23,-1387.0,37.6,1.26,123,42.7,131
2396,99,2019,4043263,-0.21,-1387.0,36.0,1.27,123,42.6,131
2397,99,2018,4051944,-0.19,-1387.0,36.0,1.27,123,42.5,131
2398,99,2017,4059684,-0.16,-1387.0,36.0,1.27,124,42.5,130
2399,99,2016,4066009,-0.12,-1387.0,36.0,1.27,124,42.4,129
2400,99,2015,4070700,-0.08,-1404.0,35.6,1.28,124,42.4,128
2401,99,2010,4086081,-0.35,-9582.0,34.2,1.27,124,42.6,126
2402,99,2005,4159293,-0.21,-2416.0,32.4,1.24,127,42.8,122
2403,99,2000,4202658,-0.64,-33062.0,31.3,1.7,128,44.6,118
2404,99,1995,4340597,-0.11,-26391.0,30.8,2.11,132,46.3,115
2405,99,1990,4365564,0.7,-16906.0,29.9,2.64,133,46.7,111
2406,99,1985,4216249,1.0,-1837.0,28.7,2.55,128,44.2,107
2407,99,1980,4011076,0.88,-5283.0,27.7,2.44,122,40.4,105
2408,99,1975,3840045,1.32,11165.0,26.2,2.56,117,36.2,104
2409,99,1970,3595555,1.51,14890.0,26.3,2.66,109,32.1,102
2410,99,1965,3336592,2.12,20178.0,26.2,3.15,102,27.6,101
2411,99,1960,3004452,2.72,28314.0,26.1,3.44,91,23.4,99
2412,99,1955,2627012,2.33,18019.0,26.6,3.5,80,20.7,101
2430,100,2020,3278290,1.65,-852.0,28.2,2.9,2,67.2,136
2431,100,2019,3225167,1.73,-852.0,27.3,2.85,2,67.3,136
2432,100,2018,3170216,1.81,-852.0,27.3,2.85,2,67.4,136
2433,100,2017,3113786,1.88,-852.0,27.3,2.85,2,67.5,137
2434,100,2016,3056364,1.93,-852.0,27.3,2.85,2,67.6,137
2435,100,2015,2998439,1.97,-852.0,27.1,2.84,2,67.7,137
2436,100,2010,2719896,1.49,-2200.0,25.7,2.4,2,67.4,141
2437,100,2005,2526424,1.05,-3000.0,24.0,2.08,2,62.5,139
2438,100,2000,2397418,0.85,-10493.0,22.0,2.4,2,57.1,138
2439,100,1995,2298020,1.02,-17686.0,20.3,3.27,1,56.8,138
2440,100,1990,2184145,2.59,0.0,19.3,4.84,1,57.0,136
2441,100,1985,1921881,2.61,0.0,18.5,5.75,1,55.0,139
2442,100,1980,1689622,2.69,0.0,17.8,6.65,1,52.1,139
2443,100,1975,1479651,2.96,0.0,17.5,7.5,1,48.7,139
2444,100,1970,1278825,2.93,0.0,18.3,7.5,1,45.1,140
2445,100,1965,1107124,2.99,0.0,20.4,7.5,1,42.1,140
2446,100,1960,955505,2.25,0.0,23.0,6.3,1,35.7,140
2447,100,1955,855103,1.85,0.0,24.3,5.6,1,26.6,140
2448,101,2020,628066,0.01,-480.0,38.8,1.75,47,67.6,168
2449,101,2019,627987,0.03,-480.0,37.9,1.72,47,67.3,168
2450,101,2018,627809,0.04,-480.0,37.9,1.72,47,67.0,168
2451,101,2017,627563,0.05,-480.0,37.9,1.72,47,66.6,167
2452,101,2016,627264,0.05,-480.0,37.9,1.72,47,66.3,166
2453,101,2015,626956,0.09,-622.0,37.7,1.71,47,65.9,166
2454,101,2010,624275,0.25,-137.0,36.4,1.82,46,64.1,166
2455,101,2005,616391,0.09,-1600.0,35.0,1.85,46,62.5,165
2456,101,2000,613559,-0.22,-4318.0,34.4,1.91,46,58.5,162
2457,101,1995,620418,0.18,-4050.0,32.2,2.05,46,53.4,161
2458,101,1990,615002,0.03,-5993.0,29.8,2.11,46,48.0,159
2459,101,1985,614016,1.12,-400.0,28.3,2.21,46,42.3,159
2460,101,1980,580754,0.94,-1480.0,26.7,2.31,43,36.8,159
2461,101,1975,554262,1.3,-400.0,24.9,2.62,41,31.6,156
2462,101,1970,519696,-0.53,-10755.0,24.1,2.89,39,26.9,156
2463,101,1965,533814,1.84,-400.0,23.5,3.42,40,22.6,153
2464,101,1960,487413,1.89,-400.0,22.9,3.8,36,18.8,153
2465,101,1955,443795,2.37,2000.0,22.2,4.35,33,15.5,153
2499,102,1960,12328532,3.26,-2600.0,18.1,6.9,28,29.4,34
2500,102,1955,10502666,3.17,0.0,19.2,6.61,24,27.7,35
2501,103,2020,31255435,2.93,-5000.0,17.6,4.89,40,38.3,46
2502,103,2019,30366036,2.95,-5000.0,17.2,5.16,39,37.8,47
2503,103,2018,29496004,2.96,-5000.0,17.2,5.16,38,37.2,47
2504,103,2017,28649018,2.94,-5000.0,17.2,5.16,36,36.7,48
2505,103,2016,27829938,2.91,-5000.0,17.2,5.16,35,36.2,48
2506,103,2015,27042002,2.82,-5000.0,17.1,5.23,34,35.6,48
2507,103,2010,23531574,2.8,-8000.0,17.0,5.54,30,32.8,49
2508,103,2005,20493925,2.96,6001.0,17.3,5.8,26,30.6,51
2509,103,2000,17711927,2.73,-10000.0,17.6,5.85,23,29.7,53
2513,103,1980,11630194,2.73,17475.0,18.3,6.55,15,13.4,53
2514,103,1975,10165215,2.41,-4700.0,18.2,6.68,13,11.1,55
2515,103,1970,9022741,2.34,-4700.0,18.4,6.71,11,9.1,57
2516,103,1965,8039215,2.27,-4700.0,18.7,6.56,10,8.0,63
2517,103,1960,7184869,2.0,-4700.0,19.0,6.34,9,7.1,62
2518,103,1955,6508398,1.78,-4700.0,19.2,6.34,8,6.3,63
2530,104,1985,37977086,2.1,-10931.0,19.6,4.6,58,23.9,26
2531,104,1980,34224313,2.26,0.0,19.1,5.15,52,23.4,27
2532,104,1975,30611095,2.34,0.0,18.7,5.74,47,23.2,27
2533,104,1970,27269069,2.37,0.0,18.6,6.1,42,22.1,27
2534,104,1965,24259359,2.22,0.0,19.3,6.1,37,20.2,26
2535,104,1960,21736942,2.14,0.0,20.5,6.0,33,18.6,27
2536,104,1955,19550071,1.92,0.0,21.5,6.0,30,17.0,26
2537,105,2020,2540905,1.86,-4806.0,21.8,3.42,3,55.2,143
2538,105,2019,2494530,1.89,-4806.0,21.3,3.58,3,54.1,143
2539,105,2018,2448301,1.9,-4806.0,21.3,3.58,3,52.9,143
2540,105,2017,2402633,1.89,-4806.0,21.3,3.58,3,51.7,143
2541,105,2016,2358044,1.86,-4806.0,21.3,3.58,3,50.4,143
2542,105,2015,2314904,1.79,-7407.0,21.1,3.63,3,49.1,143
2543,105,2010,2118874,1.8,1743.0,20.5,3.61,3,42.7,142
2544,105,2005,1938320,1.55,-188.0,19.5,3.6,2,38.4,146
2545,105,2000,1794571,1.97,-4235.0,18.5,4.26,2,34.3,146
2546,105,1995,1627865,2.58,-3456.0,18.0,4.89,2,30.3,145
2547,105,1990,1432905,3.64,7621.0,17.5,5.55,2,27.3,147
2548,105,1985,1198148,2.52,-5814.0,16.4,6.2,1,25.3,147
2549,105,1980,1057727,2.22,-8860.0,16.7,6.46,1,24.0,147
2550,105,1975,947921,3.01,-539.0,17.7,6.6,1,22.6,146
2551,105,1970,817469,2.67,-216.0,18.4,6.3,1,21.3,146
2552,105,1965,716584,2.47,0.0,18.9,6.2,1,19.1,147
2553,105,1960,634142,2.23,0.0,19.5,6.1,1,17.0,146
2554,105,1955,567847,2.0,0.0,20.3,6.0,1,14.7,147
2581,106,1995,21576071,2.68,15213.0,19.0,4.97,151,10.8,43
2583,106,1985,16858310,2.34,-20229.0,19.0,5.62,118,7.3,44
2584,106,1980,15016402,2.27,-8200.0,19.3,5.8,105,6.0,44
2585,106,1975,13420369,2.14,-1160.0,19.4,5.87,94,4.8,46
2586,106,1970,12074626,1.93,-4215.0,19.2,5.96,84,3.9,45
2587,106,1965,10972912,1.66,-14000.0,19.5,5.96,77,3.7,40
2588,106,1960,10105050,1.64,-16046.0,19.9,5.96,70,3.5,41
2589,106,1955,9316916,1.89,-8112.0,20.2,5.96,65,3.0,40
2607,107,1955,10709630,1.3,-16986.0,28.5,3.05,318,58.0,34
2608,108,2020,285498,0.97,502.0,33.6,1.97,16,71.9,184
2609,108,2019,282750,0.98,502.0,32.3,2.14,15,71.3,184
2610,108,2018,279993,1.03,502.0,32.3,2.14,15,70.6,184
2611,108,2017,277150,1.08,502.0,32.3,2.14,15,70.0,183
2612,108,2016,274191,1.15,502.0,32.3,2.14,15,69.4,184
2613,108,2015,271065,1.35,601.0,32.0,2.18,15,68.9,184
2614,108,2010,253527,1.41,341.0,30.6,2.28,14,66.4,183
2615,108,2005,236442,1.71,800.0,28.6,2.32,13,62.9,183
2616,108,2000,217269,2.37,1415.0,27.2,2.59,12,60.7,183
2617,108,1995,193293,2.56,1266.0,25.3,2.92,11,59.5,183
2618,108,1990,170336,1.78,-98.0,23.3,3.12,9,59.4,183
2619,108,1985,155982,1.45,-658.0,22.2,3.34,9,58.8,184
2620,108,1980,145144,2.19,6.0,21.5,3.91,8,57.4,184
2621,108,1975,130264,4.34,1638.0,21.3,5.2,7,55.2,184
2622,108,1970,105324,2.92,281.0,21.5,5.21,6,51.2,185
2623,108,1965,91200,3.16,669.0,21.6,5.22,5,44.6,186
2624,108,1960,78056,2.87,491.0,22.0,5.22,4,37.4,187
2625,108,1955,67748,0.89,-692.0,22.4,5.22,4,30.6,186
2626,109,2020,4822233,0.82,14881.0,38.0,1.9,18,86.9,126
2627,109,2019,4783063,0.84,14881.0,37.4,2.01,18,86.8,125
2628,109,2018,4743131,0.87,14881.0,37.4,2.01,18,86.7,125
2629,109,2017,4702034,0.92,14881.0,37.4,2.01,18,86.5,124
2630,109,2016,4659265,0.97,14881.0,37.4,2.01,18,86.4,122
2631,109,2015,4614532,1.09,18179.0,37.3,2.04,18,86.3,122
2632,109,2010,4370062,1.11,12483.0,36.6,2.14,17,86.2,122
2633,109,2005,4135355,1.39,26926.0,35.5,1.95,16,86.3,124
2634,109,2000,3858999,0.98,8517.0,34.3,1.95,15,86.0,121
2635,109,1995,3674936,1.58,23603.0,32.6,2.07,14,85.6,120
2636,109,1990,3398172,0.78,-1884.0,31.1,2.03,13,84.7,124
2637,109,1985,3268236,0.76,-582.0,29.5,1.97,12,83.7,120
2638,109,1980,3146619,0.41,-14959.0,27.9,2.18,12,83.4,119
2639,109,1975,3082633,1.81,15336.0,26.3,2.84,12,82.8,114
2640,109,1970,2818387,1.42,-525.0,25.6,3.35,11,81.1,111
2641,109,1965,2626645,2.06,10878.0,25.8,3.85,10,78.9,112
2642,109,1960,2372594,2.12,7775.0,27.4,4.07,9,76.0,110
2643,109,1955,2136391,2.29,12482.0,28.7,3.69,8,73.6,112
2644,110,2020,6624554,1.21,-21272.0,26.5,2.42,55,57.2,110
2645,110,2019,6545502,1.24,-21272.0,25.0,2.52,54,57.0,110
2646,110,2018,6465501,1.26,-21272.0,25.0,2.52,54,56.9,110
2647,110,2017,6384846,1.28,-21272.0,25.0,2.52,53,56.8,111
2648,110,2016,6303974,1.3,-21272.0,25.0,2.52,52,56.7,111
2649,110,2015,6223240,1.33,-27004.0,24.6,2.54,52,56.6,111
2650,110,2010,5824065,1.38,-31002.0,22.9,2.68,48,56.1,110
2651,110,2005,5438690,1.42,-34802.0,21.1,2.91,45,55.3,109
2652,110,2000,5069302,1.73,-29004.0,19.3,3.4,42,54.7,110
2653,110,1995,4652185,2.2,-24008.0,17.9,4.2,39,54.0,110
2654,110,1990,4173434,2.25,-30006.0,16.9,5.0,35,52.7,116
2655,110,1985,3734341,2.72,-22004.0,16.4,5.85,31,51.3,114
2656,110,1980,3265519,3.07,-11606.0,16.4,6.35,27,50.1,115
2657,110,1975,2806857,3.13,-7596.0,16.2,6.75,23,48.7,120
2658,110,1970,2406513,3.07,-3802.0,15.8,6.95,20,46.9,121
2659,110,1965,2068381,3.13,-2804.0,15.4,7.2,17,42.6,125
2660,110,1960,1773129,3.29,-2204.0,16.4,7.45,15,39.6,123
2661,110,1955,1508102,3.09,-2162.0,17.4,7.2,13,37.4,125
2662,111,2020,24206644,3.84,4000.0,15.2,6.95,19,16.5,56
2663,111,2019,23310715,3.87,4000.0,15.0,7.27,18,16.4,57
2664,111,2018,22442822,3.89,4000.0,15.0,7.27,18,16.3,57
2665,111,2017,21602382,3.91,4000.0,15.0,7.27,17,16.3,57
2666,111,2016,20788798,3.94,4000.0,15.0,7.27,16,16.2,58
2667,111,2015,20001663,3.97,3782.0,14.9,7.35,16,16.2,58
2668,111,2010,16464025,3.86,-4000.0,15.0,7.55,13,16.2,62
2669,111,2005,13624467,3.75,-1899.0,15.4,7.65,11,16.2,64
2670,111,2000,11331557,3.61,-1989.0,15.9,7.7,9,16.2,68
2671,111,1995,9490288,3.41,-536.0,16.0,7.75,7,15.8,78
2672,111,1990,8026591,3.02,-15583.0,15.8,7.8,6,15.3,82
2673,111,1985,6915997,2.92,-18589.0,15.7,7.9,5,14.5,83
2674,111,1980,5989004,2.93,-3628.0,16.0,7.75,5,13.4,85
2675,111,1975,5184941,2.83,-2753.0,15.7,7.6,4,11.4,84
2676,111,1970,4510644,2.88,-2309.0,15.6,7.55,4,8.8,89
